frp,confidence,brightness,is_night,distance_to_industrial_m,persistence_days,is_persistent,land_cover_industrial_weight,land_cover_vegetation_weight,target_class
128.71869484144767,93.09013362873476,370.37200775820315,1.0,233.98211973283696,3,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
63.57388618538671,94.71535180812043,330.0260188497658,1.0,225.91656747639772,8,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
88.6284667706444,91.26116504723169,341.1053905235365,0.0,245.94525455621306,17,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
52.67055942815771,88.28146329359605,357.90510010086706,1.0,79.58427073647874,22,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
60.921986598053124,95.44456409259682,365.6135294962221,0.0,648.6216958798545,19,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
137.54457036242854,91.16555519977346,331.6525366450274,1.0,426.9543202678319,4,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
90.74813124829933,91.71674746859638,357.6446544535664,1.0,89.3205290629563,19,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
111.46271660424526,90.5167469907888,361.615291529679,1.0,366.82255728560267,18,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
118.82623812337786,87.26076315948144,355.40993883703595,1.0,563.598870936369,6,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
36.74172203742489,92.68139587448921,341.3247887598969,1.0,146.3635216930448,3,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
76.74506221418984,92.7662702579122,371.8855052953664,1.0,488.481832736871,20,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
132.09282991924908,98.16009030071471,342.89708138575776,1.0,538.5055421227416,22,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
90.61331072738068,88.62778436350678,334.65513839029495,1.0,589.2550148696316,11,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
64.2814920221791,95.50536744959157,372.3330571119153,1.0,286.74995754453596,3,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
102.41332284620022,86.26209947492573,338.08143570473067,1.0,409.92172639234985,5,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
74.08969048898302,99.10200163686667,378.6831918377659,0.0,226.27195481008,4,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
107.64899575773279,94.77941889253901,341.213465473028,1.0,184.72194337304805,23,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
53.77638446823953,90.4970317687429,367.2085261528281,1.0,227.9170830299574,18,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
44.83585062194971,90.5157370458915,343.2601183840863,0.0,633.5364383989918,15,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
86.10792606074278,98.59148181577831,351.7197182755214,1.0,433.5130508386446,17,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
86.71435785098072,87.92864481697066,366.1226057630753,0.0,54.832739523186845,19,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
39.578396034215544,99.91825766196011,353.49722569954713,0.0,578.931353582418,11,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
135.0725439375151,89.9612545700577,357.6382483417745,1.0,638.0022660667879,22,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
65.9171336673065,90.77646592902887,372.55683357584286,1.0,143.3905754785164,12,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
133.296251286882,95.4404469501246,358.50305850446824,0.0,415.15440828649355,24,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
72.6579120360972,88.81245473604608,344.76452942094693,1.0,557.6885749040514,11,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
108.76082881864647,90.39236726829633,344.6795922132247,1.0,534.1691707543002,15,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
43.56738894202524,85.07777294160981,361.3947207474318,0.0,83.27395936995588,16,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
118.5582302907906,98.3500801272635,346.8997578425768,1.0,97.32898330293008,24,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
69.45603008484684,87.32562425091616,379.0920444155266,1.0,564.8468171701219,19,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
38.92155981866751,97.33900840989487,348.0095320705631,0.0,358.5683886334307,23,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
63.5120061610729,99.47877745586155,352.8632580806864,1.0,158.57182073687255,17,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
108.44878213055536,87.07529638626703,336.6372711121485,1.0,475.9030135497708,21,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
118.49455045071389,89.06248376893112,351.9485710352818,0.0,55.46395348342908,23,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
43.491661494805754,91.42471712410162,364.4249950382683,0.0,598.280373852153,17,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
61.27550430728251,93.23839997059181,365.72979613500314,1.0,210.75967713702514,18,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
89.2531070297895,94.85666992750251,351.78364493389455,1.0,69.10683789190577,18,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
51.65787700246156,86.80246971708463,347.0939833358201,0.0,97.43576284382166,16,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
137.8486055052584,87.62995404834008,330.8580550915875,1.0,532.2169160009755,6,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
53.18619634055159,91.5077747385696,349.9252367198687,1.0,427.4071270292627,4,1.0,1.0,0.0,FLARE_STACK_PERSISTENT
117.39659713517707,80.3060908058077,405.6733600251664,1.0,454.5330863000469,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
95.84557395791452,81.4113749480086,386.75725308341055,0.0,489.3316859550975,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
236.20884483012793,93.54336684765963,382.2688577086757,0.0,658.4031325520023,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
267.12225793083553,87.72205275601549,407.47738664855444,1.0,196.84335109197232,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
107.20960633584231,87.54518166455952,347.5326036001652,1.0,302.41566116654485,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
130.17463866462748,96.89750621938909,346.51267582282867,1.0,261.39108108004996,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
212.43587891222666,86.96673208906395,405.882129870621,0.0,363.4595237866841,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
122.04760596568742,83.54879087559446,393.7899588566558,1.0,792.878856500505,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
88.09174047294243,85.0003289843221,382.73536080235414,1.0,471.4000191078302,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
154.37868602250404,95.01742135582995,394.04528681550437,0.0,726.914680009675,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
169.2434619502771,87.79236172438407,364.3462863431052,0.0,90.11397256052668,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
259.184034812238,81.82573353572268,365.75538644337695,1.0,762.9553602031671,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
168.4656447097971,81.66568822390519,350.9607695718013,1.0,465.27728925935054,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
225.5223964762896,95.83158087451697,396.325179281646,0.0,420.8152285269361,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
279.1048732466724,81.117423093547,392.9073111914156,1.0,579.373612909021,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
91.45817005162388,95.23021263434944,385.18417411555697,0.0,113.08010458624807,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
108.96681186562671,87.93303203908503,402.9732990704905,0.0,434.9946265192947,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
277.0607072702586,87.4854159151224,369.0917395593479,1.0,760.4364330378941,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
190.21552254068254,87.00436493400628,391.03177771290797,1.0,333.49069259169084,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
153.3288420343348,98.12708770189472,352.22783634989986,1.0,58.5152335755643,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
185.72406554510235,94.81947721821336,394.86766545205717,1.0,608.1587427074735,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
188.34112832137512,99.24345096949084,369.36658766904077,0.0,701.4493461420952,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
155.99388295344232,96.04218498053469,408.5635434690276,1.0,292.0147912081877,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
176.09424399898597,99.85929592238601,349.7967767078009,1.0,776.9769017143242,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
96.56739502003563,84.33618213172983,364.1421065445629,1.0,572.6937918978612,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
258.2547623080176,80.90892760682915,363.262607323495,1.0,717.6978379181872,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
83.48633450589456,86.71320129593926,356.02919375321176,1.0,341.20128799240416,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
188.40434460719186,81.5546927392997,408.33566249830085,1.0,573.6212855148088,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
121.54797157716806,88.22413441744372,384.1808223315144,0.0,149.88884391781227,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
240.95819344309717,98.99599826583848,392.1717680452434,1.0,363.68227721796416,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
252.8655269036744,91.0317574508814,355.71422697390506,1.0,633.2017128014191,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
277.20074844928774,83.00833782207056,383.61849649788877,0.0,777.4357983609524,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
185.1979232164645,81.27023659180003,347.3934213963394,0.0,60.25397362024796,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
250.2389227761117,96.25802018260156,409.9816487635985,1.0,466.5737792019706,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
219.74658569580657,95.14162404084912,369.56028570292614,0.0,203.78399637989367,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
269.89122599691893,92.1234926890176,359.8617823577251,1.0,513.5961803434218,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
119.10794604556762,80.44369484060603,377.38073713198304,1.0,673.5286175468759,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
247.47993007007884,91.0381367754897,381.4609681498001,1.0,352.61214965929776,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
165.6101127440645,88.4107155733015,396.00343715638013,1.0,653.7835006395214,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
90.00172462908935,80.29089331335764,367.7881913224288,1.0,344.1830338247992,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
80.02046003129266,94.52794065300456,380.58400994844226,1.0,732.8534588024547,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
196.85907405013216,97.2472741749349,406.71884053774676,0.0,744.9407188711208,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
229.16190308938744,81.32471955703731,347.98098231630115,1.0,310.56005616906066,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
199.34818794967967,84.80291237556386,349.93111632706314,0.0,146.03437921832932,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
148.0661075602619,93.95335147393864,356.7043727027044,1.0,358.7459107681461,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
164.2715608578319,93.35115477042055,356.20079162810595,0.0,80.65146219985914,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
135.91817812092506,86.95238428965366,347.0673042965357,1.0,450.81762779939226,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
105.39341804927435,87.28539722096151,377.7221226055657,1.0,79.4841048808242,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
165.85198669238451,93.75569434192167,378.25770588057196,0.0,332.96447393155444,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
120.91308259238482,96.12402559586123,393.6368798749378,0.0,207.01199250253273,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
263.2891870036353,84.72233066234809,394.39710158094306,1.0,590.3870460435986,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
68.07030463593154,85.04873888688041,391.3677230824959,1.0,433.7580815867496,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
66.70387360139071,97.34429962149446,368.0195336015532,0.0,128.65187489936068,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
143.002515883017,80.40142395555452,365.9351457629066,0.0,295.62301413343596,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
111.30761054095626,86.8585372855652,375.8080461929861,0.0,536.617130218682,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
79.12246337923321,90.74213083637096,383.14467267135717,1.0,373.74465967225956,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
143.32997770928364,86.74893667743837,403.4770808144258,1.0,233.2648665984909,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
277.03335473445554,92.11549638713774,360.4197414628396,0.0,164.644354388249,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
167.31815617792233,97.01635035672292,350.7126955951094,1.0,91.7401170177315,1,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
77.65142404556128,90.49022779140509,371.67579375432797,1.0,134.02917662603926,2,0.0,1.0,0.0,HIGH_CONFIDENCE_INDUSTRIAL_FIRE
61.0798734244528,92.52186839256595,315.21200025590423,1.0,10106.606078511159,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
68.49145759395448,92.88127967382758,337.27051572055717,0.0,6839.675951734404,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
31.406204811956727,94.03982199512703,343.4380991534699,0.0,13911.831347326566,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
24.186945979136283,83.31860127324897,326.54522212961024,0.0,4892.622086750136,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
40.651375372761144,82.81649292673697,329.76921926039586,0.0,11003.348328041375,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
94.19681859119562,74.67061534924169,347.3949778341854,0.0,13063.292194470903,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
24.335685131334508,79.19498603155677,339.2440752422335,1.0,4153.838376758259,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
81.44955262301833,93.95080731999538,319.9718889394218,0.0,17044.277080726086,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
45.33828679710403,92.79348270769134,343.8638620300511,0.0,14613.47446714693,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
78.62138494879122,71.04881960143234,321.5462377146282,0.0,15125.908163586422,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
65.70068509761418,92.23598391387549,327.6478632918598,0.0,13086.221982965553,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
50.13079268561747,76.30833288274722,333.50719142678423,0.0,14087.945392731892,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
61.19890167249005,75.66087355455187,330.6592844080601,0.0,3532.596242057663,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
64.93903967311937,68.50694122125093,352.593284944539,0.0,7691.037027184835,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
28.338460799470653,91.35887346120315,334.8169450561586,0.0,11383.838163489525,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
27.133990378620094,74.35166203386645,324.9395655925786,0.0,3019.7527384045807,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
72.12512657788913,79.81944461392588,345.1854116744047,0.0,10815.46094801122,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
82.71618333876145,68.82465986995948,330.8914916224147,1.0,4823.720123905994,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
47.716414166839456,88.15645941794736,315.4881228927218,0.0,11265.379383506095,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
35.14392471255622,75.37087980511758,322.263908672057,1.0,11542.572818874867,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
48.88774899363863,73.63788849427178,339.5980105261062,1.0,4656.301009217459,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
63.91633883477183,65.54330551462522,349.88495635776604,1.0,11259.564345632738,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
78.20677096992694,65.69067814362913,341.05468843952985,1.0,8303.74823066654,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
48.93045370419088,87.09332706874169,352.3746805907606,1.0,9488.010256764048,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
33.8724827676065,69.9656153110187,322.4528351797648,1.0,7648.269396151553,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
56.50704457008577,82.73826307234788,330.9601081548052,0.0,7695.557245511464,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
78.02319109715938,83.11164595190417,319.57069200222753,0.0,15884.531179500833,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
42.707679549276904,75.40859605688684,344.50004992438994,0.0,5981.374755569721,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
88.0199570303303,72.44679328271455,338.10527816366186,0.0,3025.1269838222224,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
43.99151192933065,82.4176505083413,340.2905715167812,0.0,12784.829266259014,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
93.0433052546205,78.76966964051039,337.2922147556019,1.0,10793.580643471709,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
55.175600826499405,82.86155051960131,317.6830590955371,0.0,5753.536692981579,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
42.95095992394664,79.04695485324137,339.9990394820421,0.0,15466.75460603116,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
20.25669115426819,88.26582850085032,333.1315533899211,0.0,9331.822577542536,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
54.760955905699916,87.96068843198722,319.1192591732526,0.0,3670.3021389602827,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
44.864745302380236,73.12234019430662,340.75998172956065,0.0,2893.4885127353455,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
82.18310875652564,91.00981280034571,331.3193798145938,0.0,6435.272742671216,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
68.75141948789827,65.59131613263092,319.16434327938293,1.0,5267.44226184217,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
59.53772678266929,86.6243928893152,347.2125986943162,1.0,11849.559733743185,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
81.41758916535933,76.91550588855364,341.72340546282584,0.0,7043.789819045705,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
21.954001196027946,83.99722324732882,344.4361845278401,1.0,4403.041789771982,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
61.643324877575374,77.64273651777494,350.706868443079,1.0,7798.168951317078,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
81.00858651381279,75.89177636585272,316.36912443282114,1.0,7850.478245659771,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
59.16377446815842,78.0837958740595,326.7786303816767,1.0,14335.889809476294,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
24.13903407363175,81.97329859899682,354.4146924896694,0.0,5322.660651734541,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
16.797544665609394,73.06032078154838,336.6653685864347,0.0,6497.259124214635,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
66.60433342154636,77.65111803659846,320.2910484450132,1.0,13213.938792949642,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
16.471254123797337,92.42896419681497,319.7100433156056,0.0,6747.855920651693,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
47.419847042215096,79.92394681939672,343.80810326529183,0.0,4670.28734923696,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
87.0014913478484,91.21670232687546,338.89652408681235,0.0,12808.06845546696,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
60.86355025435205,90.14320889534888,331.17526006196096,1.0,9041.558923035653,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
28.302669500486353,87.14100849279112,318.31194671700507,0.0,6302.911200060475,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
81.96631925624234,78.11580189071731,351.62054709167654,0.0,11961.272338623343,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
53.08403217592797,84.91013496087945,352.47318957299035,0.0,5831.5758681567295,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
58.18742231265547,69.86041633674753,348.6611864124017,1.0,17306.162847213924,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
41.73951126535687,88.12736611237466,319.2639301253509,0.0,13786.925721155852,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
71.39404397511625,82.94858174804463,333.38726051044523,0.0,3705.362833223835,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
70.57571766835414,73.16435411689888,338.6092266747635,0.0,3919.5221365628295,1,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
91.96790286112942,88.70040676375568,342.62240929782564,0.0,3843.930783863846,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
84.83566687011266,86.96674659228684,347.262445914458,0.0,13230.286750026713,2,0.0,0.0,1.0,NATURAL_WILDFIRE_VEGETATION
34.41730400539964,64.32782488016895,319.87329313969474,0.0,8903.810462373847,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
33.321780190598396,31.498218832003225,321.22822896786084,0.0,8994.957296613513,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
21.67419744311539,47.98198448709067,312.1956616996285,0.0,6639.878084525351,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
13.920470221176522,65.12705542430815,327.33433963880344,0.0,7403.66633608096,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
27.35193644360661,32.085539356566045,315.4683047558316,0.0,7665.540698375284,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
6.110229041464779,52.65825538231802,310.2902032576172,1.0,4952.282693983874,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
31.54995069569843,50.15007504012621,315.1437397202077,0.0,1709.7794582317506,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
14.45871013491831,50.50066911026281,323.1866327912962,0.0,6955.274981870895,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
20.605043296361956,46.219048152884845,325.16330369083636,1.0,1390.3260961409965,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
31.102966217027898,30.808237612314713,325.1181384717366,0.0,4194.918341373861,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
32.97769728275759,32.661128818403895,305.21816497345543,0.0,7184.06865366279,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
17.057927408277266,48.23527357154853,319.4326256540225,1.0,3319.1583743382316,1,0.0,0.2,0.4,UNVERIFIED_THERMAL_ANOMALY
